,顧客ID,登録日,顧客名,メールアドレス,都道府県,市区町村,顧客区分,獲得チャネル,会員ランク,有効会員フラグ,年収帯,注文ID,顧客ID(注文),注文日,注文ステータス,販売チャネル,支払方法,配送先都道府県,クーポンコード,小計金額,割引金額,送料,合計金額
508,C00229,2024-05-07,中村 さくら,customer00229@example.jp,神奈川県,藤沢市,中小企業,自然検索,プラチナ,有,500～800万円,O000026,C00229,2025-02-20,配達完了,ウェブ,スマホ決済,神奈川県,,991.38,0.0,0.0,991.38
509,C00229,2024-05-07,中村 さくら,customer00229@example.jp,神奈川県,藤沢市,中小企業,自然検索,プラチナ,有,500～800万円,O000403,C00229,2025-09-03,配達完了,モバイルアプリ,スマホ決済,神奈川県,,517.34,0.0,0.0,517.34
510,C00230,2022-12-19,鈴木 さくら,customer00230@example.jp,福岡県,福岡市,個人,提携先,ブロンズ,無,"1,200万円以上",,,,,,,,,,,,
511,C00231,2024-03-02,渡辺 陽翔,customer00231@example.jp,千葉県,柏市,中小企業,紹介,ブロンズ,有,"800～1,200万円",O000045,C00231,2024-03-15,配達完了,ウェブ,銀行振込,千葉県,,370.43,0.0,0.0,370.43
512,C00231,2024-03-02,渡辺 陽翔,customer00231@example.jp,千葉県,柏市,中小企業,紹介,ブロンズ,有,"800～1,200万円",O000059,C00231,2024-04-13,配達完了,モバイルアプリ,クレジットカード,千葉県,WELCOME10,845.84,84.58,0.0,761.26
513,C00231,2024-03-02,渡辺 陽翔,customer00231@example.jp,千葉県,柏市,中小企業,紹介,ブロンズ,有,"800～1,200万円",O000083,C00231,2025-11-21,返品済み,モバイルアプリ,クレジットカード,千葉県,VIP20,244.98,49.0,0.0,195.98
514,C00231,2024-03-02,渡辺 陽翔,customer00231@example.jp,千葉県,柏市,中小企業,紹介,ブロンズ,有,"800～1,200万円",O000090,C00231,2024-08-08,配達完了,モール,スマホ決済,千葉県,,835.43,0.0,0.0,835.43
515,C00231,2024-03-02,渡辺 陽翔,customer00231@example.jp,千葉県,柏市,中小企業,紹介,ブロンズ,有,"800～1,200万円",O000182,C00231,2025-11-15,発送済み,モバイルアプリ,クレジットカード,千葉県,B2B5,921.04,46.05,0.0,874.99
516,C00231,2024-03-02,渡辺 陽翔,customer00231@example.jp,千葉県,柏市,中小企業,紹介,ブロンズ,有,"800～1,200万円",O000381,C00231,2024-10-12,配達完了,ウェブ,請求書払い,千葉県,,783.0,0.0,0.0,783.0
517,C00231,2024-03-02,渡辺 陽翔,customer00231@example.jp,千葉県,柏市,中小企業,紹介,ブロンズ,有,"800～1,200万円",O000526,C00231,2024-07-16,配達完了,営業担当,スマホ決済,千葉県,FREESHIP,1394.7,0.0,0.0,1394.7
518,C00232,2024-03-17,鈴木 凛,customer00232@example.jp,北海道,旭川市,中小企業,広告検索,シルバー,有,"800～1,200万円",O000019,C00232,2025-11-26,配達完了,ウェブ,スマホ決済,北海道,WELCOME10,633.11,63.31,0.0,569.8
519,C00232,2024-03-17,鈴木 凛,customer00232@example.jp,北海道,旭川市,中小企業,広告検索,シルバー,有,"800～1,200万円",O000100,C00232,2024-02-06,配達完了,モバイルアプリ,コンビニ払い,北海道,,875.85,0.0,0.0,875.85
520,C00232,2024-03-17,鈴木 凛,customer00232@example.jp,北海道,旭川市,中小企業,広告検索,シルバー,有,"800～1,200万円",O000576,C00232,2025-07-19,配達完了,ウェブ,クレジットカード,北海道,WELCOME10,1095.84,109.58,0.0,986.26
521,C00233,2022-11-26,伊藤 樹,customer00233@example.jp,東京都,新宿区,個人,広告検索,シルバー,有,500～800万円,O000183,C00233,2025-12-26,配達完了,モバイルアプリ,スマホ決済,東京都,WELCOME10,1293.96,129.4,0.0,1164.56
522,C00233,2022-11-26,伊藤 樹,customer00233@example.jp,東京都,新宿区,個人,広告検索,シルバー,有,500～800万円,O000345,C00233,2025-12-03,配達完了,モバイルアプリ,コンビニ払い,東京都,,765.6,0.0,0.0,765.6
523,C00233,2022-11-26,伊藤 樹,customer00233@example.jp,東京都,新宿区,個人,広告検索,シルバー,有,500～800万円,O000505,C00233,2024-12-13,配達完了,ウェブ,スマホ決済,東京都,,26.71,0.0,5.9,32.61
524,C00234,2025-03-01,中村 陽翔,customer00234@example.jp,東京都,新宿区,個人,SNS,シルバー,有,500～800万円,O000248,C00234,2024-08-14,配達完了,モバイルアプリ,クレジットカード,東京都,FREESHIP,1208.08,0.0,0.0,1208.08
525,C00234,2025-03-01,中村 陽翔,customer00234@example.jp,東京都,新宿区,個人,SNS,シルバー,有,500～800万円,O000430,C00234,2024-04-09,キャンセル,ウェブ,スマホ決済,東京都,VIP20,921.6,184.32,0.0,737.28
526,C00234,2025-03-01,中村 陽翔,customer00234@example.jp,東京都,新宿区,個人,SNS,シルバー,有,500～800万円,O000668,C00234,2024-01-14,配達完了,ウェブ,請求書払い,東京都,,431.8,0.0,0.0,431.8
527,C00235,2023-04-22,渡辺 結菜,customer00235@example.jp,神奈川県,川崎市,個人,自然検索,シルバー,有,300～500万円,O000103,C00235,2024-03-21,配達完了,ウェブ,請求書払い,神奈川県,,805.96,0.0,0.0,805.96
528,C00235,2023-04-22,渡辺 結菜,customer00235@example.jp,神奈川県,川崎市,個人,自然検索,シルバー,有,300～500万円,O000240,C00235,2025-03-17,配達完了,ウェブ,スマホ決済,神奈川県,,811.89,0.0,0.0,811.89
529,C00235,2023-04-22,渡辺 結菜,customer00235@example.jp,神奈川県,川崎市,個人,自然検索,シルバー,有,300～500万円,O000468,C00235,2024-06-07,配達完了,モバイルアプリ,請求書払い,神奈川県,WELCOME10,636.62,63.66,0.0,572.96
530,C00235,2023-04-22,渡辺 結菜,customer00235@example.jp,神奈川県,川崎市,個人,自然検索,シルバー,有,300～500万円,O000527,C00235,2024-08-08,処理中,モバイルアプリ,スマホ決済,神奈川県,B2B5,332.51,16.63,0.0,315.88
531,C00235,2023-04-22,渡辺 結菜,customer00235@example.jp,神奈川県,川崎市,個人,自然検索,シルバー,有,300～500万円,O000581,C00235,2024-05-22,配達完了,営業担当,スマホ決済,神奈川県,,178.99,0.0,0.0,178.99
532,C00236,2024-01-07,高橋 結菜,customer00236@example.jp,神奈川県,川崎市,個人,自然検索,シルバー,有,300～500万円,O000189,C00236,2024-02-22,発送済み,モバイルアプリ,銀行振込,神奈川県,,729.42,0.0,0.0,729.42
533,C00236,2024-01-07,高橋 結菜,customer00236@example.jp,神奈川県,川崎市,個人,自然検索,シルバー,有,300～500万円,O000264,C00236,2024-08-23,配達完了,ウェブ,銀行振込,神奈川県,,1316.01,0.0,0.0,1316.01
534,C00237,2023-04-16,高橋 湊,customer00237@example.jp,東京都,新宿区,個人,紹介,ゴールド,有,500～800万円,O000055,C00237,2024-04-15,配達完了,ウェブ,クレジットカード,東京都,,614.28,0.0,0.0,614.28
535,C00237,2023-04-16,高橋 湊,customer00237@example.jp,東京都,新宿区,個人,紹介,ゴールド,有,500～800万円,O000066,C00237,2025-04-20,配達完了,ウェブ,クレジットカード,東京都,,53.51,0.0,5.9,59.41
536,C00237,2023-04-16,高橋 湊,customer00237@example.jp,東京都,新宿区,個人,紹介,ゴールド,有,500～800万円,O000321,C00237,2025-02-02,処理中,ウェブ,コンビニ払い,東京都,SPRING15,1181.4,177.21,0.0,1004.19
537,C00237,2023-04-16,高橋 湊,customer00237@example.jp,東京都,新宿区,個人,紹介,ゴールド,有,500～800万円,O000336,C00237,2024-09-12,配達完了,ウェブ,クレジットカード,東京都,,572.61,0.0,0.0,572.61
538,C00237,2023-04-16,高橋 湊,customer00237@example.jp,東京都,新宿区,個人,紹介,ゴールド,有,500～800万円,O000554,C00237,2025-01-19,配達完了,モール,銀行振込,東京都,,892.66,0.0,0.0,892.66
539,C00237,2023-04-16,高橋 湊,customer00237@example.jp,東京都,新宿区,個人,紹介,ゴールド,有,500～800万円,O000604,C00237,2024-03-23,配達完了,ウェブ,請求書払い,東京都,,678.1,0.0,0.0,678.1
540,C00238,2024-10-05,山本 葵,customer00238@example.jp,千葉県,船橋市,個人,提携先,シルバー,有,"800～1,200万円",O000413,C00238,2025-08-22,キャンセル,モバイルアプリ,コンビニ払い,千葉県,,49.03,0.0,5.9,54.93
541,C00238,2024-10-05,山本 葵,customer00238@example.jp,千葉県,船橋市,個人,提携先,シルバー,有,"800～1,200万円",O000615,C00238,2024-10-24,配達完了,ウェブ,クレジットカード,千葉県,,535.16,0.0,0.0,535.16
542,C00239,2025-10-03,伊藤 凛,customer00239@example.jp,愛知県,名古屋市,個人,広告検索,シルバー,有,500～800万円,O000112,C00239,2024-04-13,配達完了,モバイルアプリ,銀行振込,愛知県,,533.81,0.0,0.0,533.81
543,C00240,2022-10-19,伊藤 湊,customer00240@example.jp,福岡県,北九州市,中小企業,広告検索,ブロンズ,有,"1,200万円以上",O000469,C00240,2025-09-21,配達完了,ウェブ,クレジットカード,福岡県,B2B5,423.08,21.15,0.0,401.93
544,C00241,2025-12-09,中村 陽翔,customer00241@example.jp,千葉県,柏市,個人,紹介,シルバー,有,300～500万円,O000012,C00241,2025-09-16,配達完了,モバイルアプリ,コンビニ払い,千葉県,,754.9,0.0,0.0,754.9
545,C00241,2025-12-09,中村 陽翔,customer00241@example.jp,千葉県,柏市,個人,紹介,シルバー,有,300～500万円,O000371,C00241,2025-07-14,配達完了,ウェブ,コンビニ払い,千葉県,,548.28,0.0,0.0,548.28
546,C00242,2022-07-15,鈴木 陽葵,customer00242@example.jp,大阪府,豊中市,中小企業,提携先,ゴールド,有,300～500万円,O000320,C00242,2024-03-15,キャンセル,ウェブ,スマホ決済,大阪府,,31.76,0.0,5.9,37.66
547,C00243,2022-04-01,佐藤 芽依,customer00243@example.jp,大阪府,大阪市,個人,紹介,シルバー,有,300万円未満,,,,,,,,,,,,
548,C00244,2022-07-04,伊藤 大和,customer00244@example.jp,東京都,千代田区,中小企業,広告検索,シルバー,有,300～500万円,O000047,C00244,2024-04-19,配達完了,ウェブ,クレジットカード,東京都,,777.46,0.0,0.0,777.46
549,C00244,2022-07-04,伊藤 大和,customer00244@example.jp,東京都,千代田区,中小企業,広告検索,シルバー,有,300～500万円,O000391,C00244,2024-01-18,発送済み,モール,銀行振込,東京都,,897.5,0.0,0.0,897.5
550,C00245,2022-01-22,山本 さくら,customer00245@example.jp,東京都,新宿区,中小企業,自然検索,シルバー,有,300～500万円,O000197,C00245,2025-09-01,配達完了,モバイルアプリ,スマホ決済,東京都,,525.9,0.0,0.0,525.9
551,C00245,2022-01-22,山本 さくら,customer00245@example.jp,東京都,新宿区,中小企業,自然検索,シルバー,有,300～500万円,O000300,C00245,2024-05-29,配達完了,ウェブ,コンビニ払い,東京都,,1415.01,0.0,0.0,1415.01
552,C00246,2022-01-12,渡辺 凛,customer00246@example.jp,大阪府,大阪市,個人,SNS,ブロンズ,有,300～500万円,O000163,C00246,2025-04-02,配達完了,ウェブ,銀行振込,大阪府,WELCOME10,1181.52,118.15,0.0,1063.37
553,C00246,2022-01-12,渡辺 凛,customer00246@example.jp,大阪府,大阪市,個人,SNS,ブロンズ,有,300～500万円,O000658,C00246,2024-06-15,配達完了,ウェブ,クレジットカード,大阪府,,1177.53,0.0,0.0,1177.53
554,C00246,2022-01-12,渡辺 凛,customer00246@example.jp,大阪府,大阪市,個人,SNS,ブロンズ,有,300～500万円,O000687,C00246,2025-09-13,キャンセル,ウェブ,クレジットカード,大阪府,WELCOME10,242.51,24.25,0.0,218.26
555,C00246,2022-01-12,渡辺 凛,customer00246@example.jp,大阪府,大阪市,個人,SNS,ブロンズ,有,300～500万円,O000693,C00246,2024-02-18,配達完了,ウェブ,スマホ決済,大阪府,,1180.74,0.0,0.0,1180.74
556,C00247,2024-08-03,中村 さくら,customer00247@example.jp,千葉県,柏市,大企業,SNS,シルバー,有,"1,200万円以上",O000335,C00247,2025-08-18,配達完了,ウェブ,銀行振込,千葉県,,368.81,0.0,0.0,368.81
557,C00248,2025-12-15,伊藤 さくら,customer00248@example.jp,東京都,世田谷区,個人,提携先,シルバー,有,500～800万円,O000030,C00248,2025-02-05,返品済み,ウェブ,クレジットカード,東京都,,1057.3,0.0,0.0,1057.3
558,C00248,2025-12-15,伊藤 さくら,customer00248@example.jp,東京都,世田谷区,個人,提携先,シルバー,有,500～800万円,O000037,C00248,2025-05-22,配達完了,モバイルアプリ,スマホ決済,東京都,,783.65,0.0,0.0,783.65
559,C00248,2025-12-15,伊藤 さくら,customer00248@example.jp,東京都,世田谷区,個人,提携先,シルバー,有,500～800万円,O000494,C00248,2025-11-30,配達完了,モバイルアプリ,請求書払い,東京都,,243.44,0.0,0.0,243.44
560,C00248,2025-12-15,伊藤 さくら,customer00248@example.jp,東京都,世田谷区,個人,提携先,シルバー,有,500～800万円,O000507,C00248,2025-12-23,配達完了,モバイルアプリ,スマホ決済,東京都,FREESHIP,252.04,0.0,0.0,252.04
561,C00249,2022-07-09,鈴木 結菜,customer00249@example.jp,東京都,渋谷区,個人,広告検索,シルバー,有,"800～1,200万円",O000503,C00249,2024-04-07,配達完了,モバイルアプリ,クレジットカード,東京都,SPRING15,1072.02,160.8,0.0,911.22
562,C00249,2022-07-09,鈴木 結菜,customer00249@example.jp,東京都,渋谷区,個人,広告検索,シルバー,有,"800～1,200万円",O000594,C00249,2024-07-21,配達完了,営業担当,クレジットカード,東京都,WELCOME10,1174.02,117.4,0.0,1056.62
563,C00250,2023-02-07,鈴木 悠真,customer00250@example.jp,大阪府,吹田市,大企業,自然検索,シルバー,有,"1,200万円以上",O000292,C00250,2024-11-25,配達完了,モバイルアプリ,銀行振込,大阪府,,1192.04,0.0,0.0,1192.04
564,C00250,2023-02-07,鈴木 悠真,customer00250@example.jp,大阪府,吹田市,大企業,自然検索,シルバー,有,"1,200万円以上",O000555,C00250,2024-04-21,配達完了,ウェブ,コンビニ払い,大阪府,WELCOME10,633.03,63.3,0.0,569.73
565,C00250,2023-02-07,鈴木 悠真,customer00250@example.jp,大阪府,吹田市,大企業,自然検索,シルバー,有,"1,200万円以上",O000713,C00250,2025-11-27,配達完了,ウェブ,請求書払い,大阪府,,1388.54,0.0,0.0,1388.54
566,C00251,2025-06-06,佐藤 蓮,customer00251@example.jp,福岡県,久留米市,中小企業,広告検索,ゴールド,有,300～500万円,O000005,C00251,2024-07-20,発送済み,モール,スマホ決済,福岡県,FREESHIP,355.36,0.0,0.0,355.36
567,C00251,2025-06-06,佐藤 蓮,customer00251@example.jp,福岡県,久留米市,中小企業,広告検索,ゴールド,有,300～500万円,O000512,C00251,2024-07-31,配達完了,モバイルアプリ,スマホ決済,福岡県,,471.18,0.0,0.0,471.18
568,C00252,2024-03-09,佐藤 葵,customer00252@example.jp,千葉県,柏市,中小企業,店頭,シルバー,有,300万円未満,O000028,C00252,2025-09-18,配達完了,ウェブ,クレジットカード,千葉県,WELCOME10,593.49,59.35,0.0,534.14
569,C00252,2024-03-09,佐藤 葵,customer00252@example.jp,千葉県,柏市,中小企業,店頭,シルバー,有,300万円未満,O000233,C00252,2025-02-01,配達完了,ウェブ,クレジットカード,千葉県,WELCOME10,639.24,63.92,0.0,575.32
570,C00252,2024-03-09,佐藤 葵,customer00252@example.jp,千葉県,柏市,中小企業,店頭,シルバー,有,300万円未満,O000573,C00252,2024-03-13,配達完了,ウェブ,スマホ決済,千葉県,,576.9,0.0,0.0,576.9
571,C00253,2022-03-21,高橋 凛,customer00253@example.jp,大阪府,豊中市,個人,広告検索,シルバー,有,500～800万円,O000174,C00253,2024-01-31,配達完了,モバイルアプリ,コンビニ払い,大阪府,FREESHIP,1295.09,0.0,0.0,1295.09
572,C00253,2022-03-21,高橋 凛,customer00253@example.jp,大阪府,豊中市,個人,広告検索,シルバー,有,500～800万円,O000279,C00253,2024-07-16,配達完了,モール,クレジットカード,大阪府,,95.86,0.0,5.9,101.76
573,C00253,2022-03-21,高橋 凛,customer00253@example.jp,大阪府,豊中市,個人,広告検索,シルバー,有,500～800万円,O000456,C00253,2024-11-25,配達完了,ウェブ,スマホ決済,大阪府,,1058.82,0.0,0.0,1058.82
574,C00254,2023-09-29,佐藤 さくら,customer00254@example.jp,東京都,世田谷区,個人,自然検索,ブロンズ,有,300万円未満,O000339,C00254,2025-08-10,配達完了,ウェブ,銀行振込,東京都,B2B5,1146.07,57.3,0.0,1088.77
575,C00255,2022-02-28,田中 葵,customer00255@example.jp,福岡県,福岡市,中小企業,広告検索,ブロンズ,有,500～800万円,,,,,,,,,,,,
576,C00256,2024-08-30,高橋 大和,customer00256@example.jp,北海道,函館市,大企業,SNS,ブロンズ,有,300～500万円,,,,,,,,,,,,
577,C00257,2025-12-28,伊藤 葵,customer00257@example.jp,福岡県,北九州市,個人,紹介,ブロンズ,有,300～500万円,O000427,C00257,2025-01-02,配達完了,モール,クレジットカード,福岡県,FREESHIP,120.22,0.0,0.0,120.22
578,C00258,2024-04-21,伊藤 湊,customer00258@example.jp,大阪府,堺市,個人,自然検索,シルバー,有,300万円未満,O000196,C00258,2025-06-20,返品済み,ウェブ,スマホ決済,大阪府,WELCOME10,465.71,46.57,0.0,419.14
579,C00258,2024-04-21,伊藤 湊,customer00258@example.jp,大阪府,堺市,個人,自然検索,シルバー,有,300万円未満,O000237,C00258,2025-06-02,処理中,ウェブ,スマホ決済,大阪府,FREESHIP,1086.62,0.0,0.0,1086.62
580,C00258,2024-04-21,伊藤 湊,customer00258@example.jp,大阪府,堺市,個人,自然検索,シルバー,有,300万円未満,O000542,C00258,2025-07-22,配達完了,モバイルアプリ,クレジットカード,大阪府,,45.78,0.0,5.9,51.68
581,C00258,2024-04-21,伊藤 湊,customer00258@example.jp,大阪府,堺市,個人,自然検索,シルバー,有,300万円未満,O000548,C00258,2025-06-05,配達完了,モール,スマホ決済,大阪府,FREESHIP,810.28,0.0,0.0,810.28
